Quantity,UnitPrice,Discount,Tax,ShippingCost,TotalAmount
5,344.04,0.0,86.01,4.59,1810.8
2,228.95,0.0,36.63,0.21,494.74
5,345.46,0.0,138.18,5.51,1870.99
3,203.98,0.1,66.09,2.88,619.72
4,589.27,0.0,117.85,0.9,2475.83
2,174.63,0.2,13.97,6.73,300.11
5,324.06,0.0,81.02,13.39,1714.71
3,85.61,0.0,20.55,13.61,290.99
2,482.25,0.1,69.44,4.54,942.03
3,430.98,0.05,98.26,6.09,1332.64
2,482.97,0.0,48.3,13.13,1027.37
3,310.07,0.25,83.72,11.27,792.65
2,505.0,0.0,50.5,14.71,1075.21
2,512.68,0.0,123.04,2.95,1151.35
4,116.82,0.25,17.52,6.55,374.53
2,367.27,0.15,49.95,2.55,676.86
4,411.17,0.0,296.04,14.98,1955.7
4,90.36,0.0,43.37,0.09,404.9
5,69.51,0.0,41.71,5.36,394.62
4,314.35,0.05,215.02,5.0,1414.55
2,127.51,0.05,19.38,12.65,274.3
2,240.69,0.15,20.46,12.58,442.21
4,240.22,0.2,92.24,11.32,872.26
3,56.41,0.0,30.46,4.56,204.25
2,232.39,0.1,75.29,11.76,505.35
1,402.78,0.25,0.0,13.38,315.46
3,230.06,0.0,55.21,7.63,753.02
2,20.91,0.0,0.0,7.79,49.61
4,471.33,0.0,150.83,11.61,2047.76
2,445.0,0.05,152.19,14.77,1012.46
5,138.7,0.0,34.68,10.99,739.17
3,174.6,0.25,31.43,10.65,434.93
2,330.74,0.1,47.63,14.62,657.58
2,184.39,0.0,44.25,10.05,423.08
5,337.65,0.05,80.19,3.27,1687.3
3,253.09,0.0,60.74,0.63,820.64
4,166.43,0.15,67.9,13.87,647.63
1,245.24,0.0,12.26,0.04,257.54
3,259.68,0.1,56.09,15.0,772.23
1,392.59,0.05,44.76,12.49,430.21
1,539.11,0.0,26.96,3.28,569.35
1,337.22,0.2,21.58,12.21,303.57
3,266.88,0.05,60.85,9.7,831.16
3,18.01,0.05,4.11,14.8,70.24
2,161.82,0.0,25.89,10.16,359.69
5,405.89,0.05,96.4,2.69,2027.07
2,300.01,0.05,68.4,9.73,648.15
1,458.86,0.0,55.06,6.31,520.23
2,97.06,0.0,15.53,12.46,222.11
3,149.85,0.25,16.86,0.31,354.33
2,189.15,0.0,68.09,3.22,449.61
3,145.06,0.1,31.33,5.12,428.11
3,159.82,0.1,21.58,8.52,461.61
3,100.28,0.0,15.04,6.84,322.72
4,514.83,0.05,97.82,4.2,2058.37
2,574.98,0.1,82.8,1.48,1119.24
2,192.26,0.15,26.15,2.31,355.3
3,399.34,0.05,136.57,4.79,1279.48
4,289.83,0.0,208.68,8.56,1376.56
2,67.35,0.2,8.62,10.87,127.25
3,500.93,0.0,120.22,7.12,1630.13
1,202.03,0.0,0.0,2.22,204.25
2,254.47,0.25,19.09,0.69,401.48
4,593.65,0.15,242.21,1.1,2261.72
2,238.94,0.3,26.76,10.99,372.27
4,33.18,0.05,0.0,10.76,136.84
3,115.47,0.05,39.49,14.39,382.97
3,223.66,0.05,50.99,11.73,700.15
1,36.99,0.1,2.66,4.31,40.26
2,122.75,0.0,19.64,10.25,275.39
1,279.16,0.15,0.0,9.93,247.22
3,434.94,0.1,58.72,1.24,1234.3
3,227.17,0.0,0.0,8.93,690.44
1,287.12,0.1,31.01,1.85,291.27
3,220.93,0.0,119.3,5.16,787.25
4,322.28,0.2,82.5,8.06,1121.86
2,39.49,0.1,12.79,0.22,84.09
4,11.5,0.1,2.07,4.97,48.44
2,310.84,0.2,39.79,0.12,537.25
5,278.62,0.0,167.17,10.61,1570.88
3,159.82,0.0,38.36,10.37,528.19
5,203.12,0.05,48.24,3.95,1017.01
2,531.39,0.05,181.74,6.86,1198.24
1,517.4,0.0,41.39,14.85,573.64
4,251.69,0.3,56.38,14.35,775.46
3,501.84,0.0,180.66,9.1,1695.28
5,376.23,0.0,338.61,5.29,2225.05
2,583.49,0.15,119.03,11.04,1122.0
2,546.16,0.05,51.89,7.1,1096.69
1,76.84,0.0,6.15,10.05,93.04
2,555.5,0.15,75.55,1.18,1021.08
3,565.73,0.0,0.0,7.24,1704.43
4,582.66,0.0,116.53,12.96,2460.13
4,345.66,0.0,69.13,9.97,1461.74
4,211.87,0.0,0.0,3.24,850.72
2,525.26,0.0,52.53,11.9,1114.95
3,472.16,0.0,113.32,10.76,1540.56
5,419.2,0.1,226.37,6.96,2119.73
3,556.21,0.0,133.49,14.54,1816.66
5,210.75,0.05,80.09,11.44,1092.59
4,6.54,0.0,1.31,1.57,29.04
2,217.55,0.05,20.67,0.89,434.9
3,241.25,0.2,28.95,11.75,619.7
4,404.88,0.0,80.98,13.84,1714.34
1,61.85,0.0,0.0,2.5,64.35
4,230.71,0.05,43.83,2.59,923.12
5,387.06,0.15,131.6,2.4,1779.0
2,195.61,0.0,70.42,9.96,471.6
4,220.91,0.0,106.04,7.98,997.66
3,136.33,0.2,39.26,0.53,366.98
1,509.74,0.0,25.49,9.47,544.7
2,361.43,0.0,86.74,11.27,820.87
4,295.55,0.0,141.86,10.37,1334.43
2,64.88,0.0,23.36,7.4,160.52
2,231.25,0.0,55.5,7.45,525.45
2,552.1,0.05,52.45,3.08,1104.52
4,328.92,0.0,105.25,13.67,1434.6
1,281.12,0.0,50.6,12.85,344.57
5,573.58,0.0,0.0,9.0,2876.9
4,49.32,0.05,22.49,14.8,224.71
2,342.0,0.0,54.72,4.97,743.69
2,368.72,0.0,88.49,1.42,827.35
2,337.38,0.15,45.88,12.83,632.26
1,363.57,0.05,17.27,2.81,365.47
5,5.54,0.0,0.0,4.24,31.94
5,433.12,0.15,220.89,8.52,2070.17
2,326.67,0.05,31.03,8.45,660.15
1,350.31,0.05,16.64,1.59,351.02
2,184.86,0.0,18.49,9.03,397.24
1,327.43,0.05,15.55,0.38,326.99
3,509.32,0.2,0.0,4.3,1226.67
3,540.67,0.1,175.18,9.88,1644.87
1,481.82,0.15,49.15,7.41,466.11
2,563.27,0.0,90.12,2.78,1219.44
5,469.83,0.0,281.9,8.21,2639.26
4,6.81,0.1,1.23,6.98,32.73
3,194.83,0.2,23.38,1.25,492.22
3,224.64,0.1,109.18,11.95,727.66
1,172.84,0.0,13.83,1.67,188.34
3,153.49,0.05,78.74,4.28,520.47
1,177.94,0.25,6.67,4.65,144.77
1,519.6,0.15,79.5,8.11,529.27
2,563.68,0.0,90.19,10.14,1227.69
2,325.97,0.3,36.51,11.86,504.73
1,555.11,0.0,27.76,7.91,590.78
3,529.71,0.05,181.16,14.58,1705.41
4,444.89,0.0,88.98,5.46,1874.0
2,359.18,0.1,32.33,13.51,692.36
4,124.19,0.05,84.95,8.15,565.02
2,388.96,0.1,126.02,9.57,835.72
3,19.24,0.2,5.54,3.91,55.63
1,31.4,0.0,2.51,7.03,40.94
1,359.75,0.0,28.78,13.18,401.71
3,496.35,0.25,201.02,7.09,1324.9
2,474.37,0.1,42.69,9.63,906.19
1,281.66,0.0,22.53,7.01,311.2
4,399.65,0.0,79.93,2.23,1680.76
1,440.34,0.0,79.26,3.22,522.82
3,313.37,0.2,60.17,0.42,812.68
5,277.32,0.2,55.46,0.06,1164.8
2,312.31,0.2,0.0,2.88,502.58
1,529.38,0.0,42.35,0.07,571.8
1,266.76,0.0,13.34,7.22,287.32
1,460.85,0.05,78.81,2.21,518.83
1,213.72,0.0,10.69,7.78,232.19
2,121.81,0.15,0.0,10.63,217.71
4,517.74,0.2,132.54,1.65,1790.96
1,567.98,0.15,38.62,8.08,529.48
1,400.34,0.0,20.02,10.72,431.08
1,511.16,0.05,87.41,2.98,575.99
2,232.54,0.15,31.63,2.78,429.73
3,391.84,0.05,55.84,7.05,1179.63
5,358.65,0.0,215.19,7.17,2015.61
5,374.93,0.05,89.05,10.9,1880.87
2,463.19,0.0,74.11,2.99,1003.48
5,76.3,0.0,19.08,14.55,415.13
4,90.76,0.0,18.15,12.23,393.42
5,498.14,0.15,105.85,4.79,2227.73
3,37.59,0.15,4.79,0.6,101.24
1,320.49,0.0,38.46,11.74,370.69
2,297.89,0.05,28.3,2.31,596.6
5,538.67,0.1,121.2,12.03,2557.24
3,39.84,0.05,0.0,9.08,122.62
1,373.29,0.1,26.88,14.98,377.82
1,53.6,0.0,4.29,9.58,67.47
1,445.57,0.1,32.08,6.85,439.94
4,303.41,0.0,218.46,1.64,1433.74
1,485.2,0.2,19.41,4.1,411.67
4,97.57,0.0,19.51,5.17,414.96
2,367.68,0.0,132.36,5.24,872.96
4,494.19,0.0,237.21,4.39,2218.36
4,84.37,0.05,16.03,10.65,347.29
2,14.88,0.1,1.34,6.79,34.91
3,26.62,0.05,9.1,4.2,89.17
1,149.24,0.1,6.72,8.77,149.81
4,429.83,0.25,64.47,14.9,1368.86
4,475.64,0.15,194.06,2.81,1814.05
2,281.62,0.0,28.16,7.84,599.24
3,429.52,0.0,103.08,2.97,1394.61
5,249.71,0.15,84.9,10.48,1156.65
1,37.34,0.0,4.48,6.2,48.02
1,346.51,0.0,17.33,14.85,378.69
3,17.54,0.0,2.63,11.73,66.98
4,318.28,0.0,0.0,8.43,1281.55
5,454.76,0.05,259.21,9.44,2428.76
4,285.84,0.0,57.17,7.61,1208.14
4,228.52,0.1,65.81,5.07,893.55
3,186.89,0.0,28.03,5.43,594.13
1,555.11,0.0,44.41,10.97,610.49
2,437.89,0.3,30.65,4.73,648.43
5,594.03,0.2,0.0,11.97,2388.09
3,523.87,0.1,169.73,13.79,1597.97
1,319.95,0.1,14.4,4.06,306.41
4,537.02,0.25,0.0,5.85,1616.91
1,527.31,0.0,0.0,12.16,539.47
1,498.95,0.0,39.92,3.26,542.13
1,417.85,0.1,45.13,1.24,422.44
3,87.82,0.0,21.08,1.33,285.87
3,540.05,0.15,247.88,14.15,1639.16
4,307.05,0.3,0.0,12.27,872.01
2,561.12,0.0,89.78,7.22,1219.24
3,542.85,0.2,104.23,10.11,1417.18
3,183.67,0.0,66.12,1.36,618.49
3,279.09,0.0,150.71,5.99,993.97
1,138.62,0.05,15.8,7.42,154.91
1,409.85,0.1,29.51,11.05,409.42
1,50.82,0.1,0.0,3.33,49.07
1,50.97,0.05,2.42,2.23,53.07
1,58.93,0.1,4.24,11.05,68.33
3,485.25,0.3,50.95,6.66,1076.64
2,362.15,0.05,82.57,14.94,785.6
1,388.69,0.05,18.46,8.54,396.26
4,453.53,0.0,145.13,3.32,1962.57
1,71.32,0.0,8.56,13.2,93.08
5,378.03,0.1,136.09,8.89,1846.12
1,388.89,0.0,31.11,9.56,429.56
2,121.81,0.0,0.0,1.01,244.63
4,440.78,0.0,88.16,0.18,1851.46
5,195.02,0.05,74.11,13.12,1013.58
3,184.91,0.0,66.57,10.83,632.13
1,7.76,0.0,0.39,0.8,8.95
2,242.01,0.1,78.41,9.61,523.64
5,489.65,0.0,195.86,8.79,2652.9
3,75.2,0.3,12.63,0.23,170.78
2,163.07,0.1,35.22,0.32,329.07
5,176.4,0.15,0.0,14.77,764.47
1,450.32,0.0,54.04,8.42,512.78
4,254.25,0.0,81.36,7.32,1105.68
5,501.35,0.0,125.34,8.48,2640.57
1,20.27,0.05,1.54,3.01,23.81
2,577.51,0.1,124.74,12.99,1177.25
5,587.36,0.1,475.76,12.25,3131.13
5,275.45,0.05,65.42,8.59,1382.4
5,115.55,0.1,26.0,11.38,557.36
4,440.88,0.1,126.97,14.25,1728.39
4,36.97,0.0,0.0,14.23,162.11
5,384.69,0.2,76.94,12.52,1628.22
5,102.78,0.0,61.67,12.86,588.43
3,430.47,0.05,147.22,12.25,1386.31
2,475.77,0.0,47.58,7.01,1006.13
2,448.2,0.3,50.2,10.61,688.29
5,222.87,0.2,71.32,6.13,968.93
4,172.79,0.05,32.83,6.34,695.77
2,320.09,0.15,97.95,9.84,651.94
5,35.41,0.0,14.16,13.05,204.26
5,369.45,0.25,110.84,4.47,1500.75
1,168.12,0.0,8.41,3.62,180.15
3,312.05,0.05,71.15,11.62,972.11
5,445.63,0.0,0.0,4.36,2232.51
4,123.41,0.05,56.27,0.26,525.49
3,189.3,0.0,28.4,9.71,606.01
2,228.69,0.0,22.87,5.46,485.71
3,37.38,0.0,8.97,3.7,124.81
1,288.0,0.0,0.0,12.32,300.32
3,581.27,0.1,282.5,13.85,1865.78
5,56.08,0.0,14.02,5.05,299.47
1,383.32,0.05,65.55,11.99,441.69
1,318.83,0.05,36.35,4.17,343.41
3,554.34,0.3,209.54,10.46,1384.11
5,284.37,0.0,170.62,12.63,1605.1
2,8.04,0.1,0.72,0.58,15.77
1,234.93,0.1,16.91,4.59,232.94
3,325.15,0.05,111.2,3.69,1041.57
5,399.67,0.0,239.8,11.48,2249.63
1,23.97,0.0,1.2,7.48,32.65
4,382.35,0.05,72.65,2.45,1528.03
4,337.21,0.25,50.58,14.84,1077.05
3,550.77,0.1,118.97,13.23,1619.28
4,190.45,0.0,60.94,4.47,827.21
5,42.02,0.3,17.65,0.29,165.01
3,338.96,0.0,81.35,0.49,1098.72
4,394.24,0.05,269.66,11.44,1779.21
4,394.01,0.05,119.78,11.15,1628.17
2,62.37,0.05,0.0,9.79,128.29
1,13.44,0.0,1.08,0.04,14.56
3,182.0,0.15,0.0,13.15,477.25
2,582.99,0.0,93.28,9.0,1268.26
1,125.98,0.0,15.12,9.44,150.54
5,336.33,0.0,134.53,5.53,1821.71
2,52.32,0.05,0.0,2.01,101.42
1,251.92,0.15,25.7,1.67,241.5
1,324.09,0.25,19.45,10.09,272.61
4,55.45,0.05,10.54,3.07,224.32
5,577.91,0.0,520.12,8.19,3417.86
4,344.78,0.0,110.33,11.65,1501.1
4,76.38,0.15,12.98,1.96,274.63
5,139.76,0.0,0.0,7.16,705.96
4,110.6,0.0,35.39,1.44,479.23
3,209.61,0.05,47.79,5.89,651.07
2,87.72,0.05,13.33,2.61,182.61
4,511.21,0.0,102.24,12.55,2159.63
4,129.91,0.0,41.57,11.86,573.07
4,401.23,0.05,76.23,6.54,1607.44
3,460.48,0.1,99.46,14.06,1356.82
4,521.77,0.05,237.93,2.8,2223.46
5,578.8,0.0,144.7,13.94,3052.64
4,188.87,0.1,54.39,13.18,747.5
2,280.9,0.0,44.94,2.64,609.38
3,137.26,0.0,20.59,1.23,433.6
2,184.7,0.2,35.46,1.62,332.6
3,227.27,0.1,49.09,7.22,669.94
4,245.45,0.1,0.0,1.4,885.02
1,61.28,0.0,4.9,12.09,78.27
2,155.98,0.0,15.6,2.79,330.35
3,224.2,0.05,51.12,3.03,693.12
1,291.12,0.0,14.56,9.28,314.96
4,327.11,0.1,141.31,5.72,1324.63
3,108.31,0.25,12.18,3.73,259.61
3,264.25,0.0,39.64,8.56,840.95
2,173.51,0.0,27.76,5.22,380.0
4,462.81,0.0,222.15,0.02,2073.41
3,245.52,0.3,61.87,1.64,579.1
4,344.28,0.05,104.66,6.46,1419.38
4,99.73,0.0,47.87,9.88,456.67
2,380.84,0.15,32.37,3.84,683.64
5,455.25,0.0,182.1,3.0,2461.35
4,267.86,0.2,102.86,9.97,969.98
5,108.37,0.1,24.38,5.6,517.65
5,209.57,0.05,79.64,2.27,1077.37
1,90.93,0.1,9.82,4.6,96.26
1,350.86,0.0,28.07,0.03,378.96
5,263.87,0.0,65.97,8.58,1393.9
4,104.31,0.0,33.38,7.97,458.59
3,369.43,0.0,88.66,5.18,1202.13
3,484.2,0.15,61.74,14.62,1311.07
2,354.53,0.0,85.09,13.62,807.77
1,500.85,0.0,60.1,0.88,561.83
2,165.71,0.25,19.89,1.51,269.96
3,35.14,0.05,8.01,2.2,110.36
4,29.63,0.25,4.44,5.53,98.86
5,306.11,0.0,275.5,5.26,1811.31
4,463.21,0.05,88.01,0.06,1848.27
4,275.68,0.05,52.38,13.98,1113.94
2,408.52,0.2,117.65,2.22,773.5
5,90.78,0.15,0.0,12.67,398.48
4,407.82,0.05,77.49,4.73,1631.94
1,354.57,0.0,63.82,9.45,427.84
1,344.12,0.0,27.53,3.91,375.56
5,233.52,0.1,52.54,8.44,1111.82
4,117.33,0.1,33.79,13.81,469.99
1,530.64,0.25,19.9,6.22,424.1
2,540.86,0.0,86.54,13.6,1181.86
2,484.47,0.1,43.6,6.16,921.81
1,490.66,0.0,39.25,13.43,543.34
5,192.43,0.2,38.49,3.8,812.01
3,578.04,0.0,86.71,4.61,1825.44
1,87.0,0.25,11.74,4.94,81.93
2,425.47,0.0,153.17,11.48,1015.59
2,397.95,0.05,136.1,3.96,896.16
2,164.16,0.2,47.28,14.08,324.02
4,429.6,0.1,0.0,10.17,1556.73
5,531.07,0.0,132.77,1.41,2789.53
5,111.74,0.2,53.64,1.7,502.3
2,110.08,0.0,17.61,2.88,240.65
5,426.35,0.05,162.01,10.0,2197.17
2,572.09,0.0,91.53,2.64,1238.35
4,81.95,0.05,24.91,10.56,346.88
5,304.38,0.05,115.66,4.1,1565.56
2,310.43,0.2,39.74,4.13,540.56
1,168.28,0.1,7.57,13.81,172.83
3,593.76,0.15,75.7,6.93,1596.72
2,212.75,0.15,28.93,6.34,396.94
2,204.06,0.05,19.39,5.1,412.2
1,231.65,0.1,16.68,3.14,228.3
4,597.67,0.05,0.0,8.99,2280.14
5,308.76,0.0,185.26,1.82,1730.88
1,370.64,0.1,26.69,2.18,362.45
5,98.62,0.05,37.48,1.84,507.76
1,116.23,0.0,9.3,2.3,127.83
2,24.7,0.0,2.47,5.02,56.89
1,59.42,0.15,4.04,0.88,55.43
3,239.05,0.0,35.86,7.76,760.77
3,341.56,0.05,77.88,3.33,1054.66
4,77.56,0.05,23.58,1.53,319.84
1,464.4,0.2,0.0,10.22,381.74
4,375.64,0.0,75.13,8.22,1585.91
2,383.6,0.1,124.29,3.21,817.98
3,272.1,0.05,38.77,6.33,820.58
3,324.1,0.15,99.17,12.89,938.52
2,161.55,0.2,20.68,1.64,280.8
4,425.02,0.1,275.41,4.44,1809.92
5,97.73,0.0,24.43,6.59,519.67
1,260.96,0.0,13.05,9.73,283.74
3,594.95,0.25,160.64,0.97,1500.25
4,320.68,0.05,146.23,11.67,1376.48
3,489.25,0.05,111.55,7.6,1513.51
3,325.33,0.0,48.8,9.94,1034.73
3,470.06,0.0,70.51,4.68,1485.37
1,471.01,0.0,56.52,11.03,538.56
5,593.26,0.05,140.9,0.31,2959.2
2,251.98,0.15,51.4,4.67,484.44
1,81.06,0.25,4.86,11.54,77.19
5,110.62,0.0,66.37,3.41,622.88
3,446.18,0.0,107.08,6.58,1452.2
1,86.53,0.0,6.92,14.13,107.58
3,505.17,0.15,103.05,10.35,1401.58
1,473.5,0.0,85.23,8.98,567.71
1,205.22,0.0,0.0,13.22,218.44
1,373.48,0.05,28.38,1.36,384.55
2,321.88,0.25,24.14,10.6,517.56
3,98.24,0.1,21.22,8.17,294.64
4,114.24,0.1,20.56,0.66,432.48
5,128.4,0.0,0.0,12.03,654.03
5,313.97,0.25,94.19,8.28,1279.86
1,376.34,0.0,45.16,11.74,433.24
4,293.28,0.05,0.0,14.67,1129.13
3,168.59,0.2,0.0,5.97,410.59
2,179.02,0.1,38.67,9.59,370.5
3,579.32,0.0,312.83,10.78,2061.57
1,70.27,0.0,0.0,8.67,78.94
5,131.23,0.0,78.74,14.04,748.93
1,524.93,0.15,0.0,12.21,458.4
1,187.02,0.2,7.48,1.58,158.68
5,474.77,0.0,189.91,10.6,2574.36
5,306.17,0.0,122.47,13.84,1667.16
2,257.52,0.05,0.0,3.92,493.21
1,507.13,0.0,40.57,13.17,560.87
3,287.73,0.05,65.6,7.62,893.25
3,358.27,0.0,53.74,11.96,1140.51
1,276.08,0.15,11.73,13.11,259.51
5,88.32,0.1,0.0,6.05,403.49
1,572.23,0.05,27.18,6.76,577.56
5,363.28,0.15,77.2,13.22,1634.36
5,283.02,0.2,90.57,2.74,1225.39
4,390.29,0.05,118.65,10.09,1611.84
4,338.32,0.0,0.0,11.69,1364.97
1,526.34,0.15,22.37,7.28,477.04
3,145.21,0.0,52.28,2.16,490.07
1,51.72,0.15,3.52,8.68,56.16
2,158.67,0.3,17.77,13.0,252.91
3,587.15,0.0,211.37,1.58,1974.4
5,429.79,0.1,96.7,14.94,2045.7
5,355.33,0.0,88.83,4.83,1870.31
3,275.31,0.15,35.1,3.66,740.8
2,449.92,0.15,137.68,5.18,907.72
5,104.67,0.15,22.24,12.23,479.32
3,573.58,0.0,86.04,13.48,1820.26
1,382.27,0.1,27.52,3.05,374.61
3,417.78,0.0,62.67,3.47,1319.48
4,34.57,0.2,5.53,8.96,125.11
1,437.07,0.1,19.67,1.12,414.15
4,29.72,0.15,12.13,3.41,116.59
3,430.42,0.2,51.65,0.16,1084.82
1,495.7,0.1,22.31,13.09,481.53
5,178.72,0.05,42.45,4.3,895.67
2,460.2,0.0,73.63,11.65,1005.68
3,393.94,0.0,0.0,0.63,1182.45
3,509.43,0.0,76.41,12.54,1617.24
2,417.58,0.3,105.23,12.17,702.01
3,483.05,0.05,68.83,11.88,1457.4
3,391.65,0.1,190.34,1.11,1248.9
5,174.74,0.0,157.27,1.52,1032.49
1,481.7,0.05,22.88,9.32,489.81
1,28.25,0.0,2.26,6.92,37.43
5,586.53,0.05,222.88,3.93,3012.83
3,596.85,0.05,85.05,6.41,1792.48
3,124.31,0.0,44.75,4.17,421.85
4,430.4,0.0,309.89,2.72,2034.21
2,478.77,0.0,76.6,0.55,1034.69
3,476.19,0.25,53.57,2.12,1127.12
4,283.81,0.0,90.82,12.2,1238.26
5,141.83,0.0,85.1,9.02,803.27
5,597.57,0.3,376.47,9.65,2477.62
1,577.41,0.15,39.26,2.81,532.87
1,49.47,0.0,2.47,7.91,59.85
2,402.73,0.25,30.2,12.99,647.29
4,559.41,0.1,100.69,9.26,2123.83
2,201.17,0.1,18.11,5.31,385.53
5,32.87,0.0,29.58,9.92,203.85
2,92.27,0.05,31.56,0.4,207.27
5,130.71,0.25,24.51,1.39,516.06
4,42.5,0.0,8.5,13.72,192.22
5,154.95,0.15,52.68,6.15,717.37
4,328.48,0.05,62.41,3.2,1313.83
1,193.31,0.2,7.73,6.44,168.82
3,333.24,0.0,49.99,11.33,1061.04
3,423.86,0.0,101.73,10.42,1383.73
1,169.05,0.0,0.0,6.54,175.59
2,276.91,0.1,59.81,4.69,562.94
2,335.83,0.05,76.57,6.53,721.18
5,207.62,0.3,36.33,2.24,765.24
5,170.96,0.0,0.0,4.49,859.29
3,413.86,0.05,94.36,11.48,1285.34
1,389.1,0.2,15.56,11.26,338.1
5,36.26,0.0,9.06,12.11,202.47
1,481.35,0.15,32.73,14.31,456.19
2,429.55,0.1,139.17,14.5,926.86
4,83.99,0.05,0.0,11.52,330.68
5,345.76,0.15,73.47,14.13,1557.08
2,504.96,0.05,47.97,12.55,1019.94
2,175.44,0.1,15.79,13.29,344.87
1,55.84,0.05,2.65,2.98,58.68
1,56.42,0.0,2.82,12.3,71.54
3,347.21,0.1,112.5,14.62,1064.59
1,493.76,0.05,23.45,8.48,501.0
2,418.78,0.0,67.0,14.75,919.31
4,19.35,0.1,5.57,5.8,81.03
5,275.99,0.1,99.36,2.03,1343.34
1,576.32,0.15,58.78,3.3,551.95
4,71.67,0.05,49.02,3.33,324.7
5,400.79,0.1,144.28,14.5,1962.34
2,391.82,0.1,84.63,0.67,790.58
4,462.15,0.0,92.43,5.06,1946.09
3,404.69,0.1,0.0,4.79,1097.45
2,551.11,0.05,83.77,8.59,1139.47
5,122.87,0.05,29.18,13.55,626.36
5,60.99,0.05,34.76,13.36,337.82
5,75.52,0.1,16.99,6.81,363.64
2,574.82,0.0,91.97,14.79,1256.4
4,373.71,0.25,0.0,10.64,1131.77
1,255.34,0.1,18.38,9.16,257.35
4,537.76,0.1,154.87,11.65,2102.46
1,265.87,0.05,30.31,6.88,289.77
5,388.46,0.2,124.31,12.23,1690.38
5,355.89,0.0,142.36,11.42,1933.23
2,526.78,0.0,0.0,0.03,1053.59
4,76.33,0.0,24.43,10.61,340.36
1,299.9,0.2,12.0,0.41,252.33
3,473.16,0.0,170.34,14.89,1604.71
1,52.48,0.0,2.62,8.75,63.85
2,512.94,0.0,51.29,11.84,1089.01
2,157.51,0.1,34.02,10.07,327.61
4,127.07,0.2,20.33,2.79,429.74
2,550.18,0.2,0.0,14.51,894.8
3,383.68,0.0,92.08,2.61,1245.73
5,138.24,0.0,82.94,5.9,780.04
3,192.67,0.0,69.36,11.71,659.08
4,99.47,0.05,30.24,12.74,420.97
1,415.71,0.0,20.79,5.37,441.87
2,574.82,0.15,48.86,8.17,1034.22
5,49.0,0.0,19.6,3.75,268.35
2,532.65,0.0,53.26,11.47,1130.03
4,466.98,0.0,224.15,8.62,2100.69
5,155.55,0.0,62.22,8.21,848.18
3,202.28,0.0,72.82,6.9,686.56
4,169.93,0.0,81.57,8.42,769.71
5,517.35,0.1,0.0,1.79,2329.87
4,290.58,0.15,49.4,5.99,1043.36
3,73.27,0.0,17.58,3.13,240.52
2,503.07,0.1,45.28,2.27,953.08
5,34.64,0.2,11.08,3.04,152.68
3,57.6,0.0,13.82,8.56,195.18
4,299.48,0.0,143.75,6.03,1347.7
1,78.37,0.25,2.94,2.91,64.63
5,216.01,0.15,0.0,2.37,920.41
1,258.16,0.05,12.26,1.1,258.61
3,379.73,0.1,82.02,0.21,1107.5
5,96.5,0.1,34.74,0.84,469.83
5,456.81,0.0,114.2,9.15,2407.4
4,581.28,0.05,265.06,2.88,2476.8
2,51.64,0.2,4.13,9.58,96.33
1,446.05,0.0,35.68,4.46,486.19
1,279.58,0.0,50.32,9.17,339.07
4,46.94,0.0,15.02,11.97,214.75
1,465.1,0.0,37.21,12.33,514.64
5,156.88,0.0,94.13,2.78,881.31
2,335.72,0.0,33.57,12.42,717.43
1,364.22,0.05,27.68,13.31,387.0
1,198.8,0.15,20.28,5.24,194.5
3,555.14,0.15,113.25,12.34,1541.2
1,313.92,0.05,35.79,5.44,339.45
5,41.36,0.1,22.33,5.35,213.8
1,324.46,0.05,24.66,8.54,341.44
2,250.64,0.2,48.12,6.41,455.55
2,55.26,0.1,11.94,10.47,121.88
4,442.34,0.1,79.62,1.6,1673.64
3,22.95,0.0,3.44,1.26,73.55
4,10.42,0.0,5.0,4.69,51.37
2,35.82,0.0,5.73,4.81,82.18
5,257.98,0.15,0.0,4.46,1100.88
2,277.98,0.0,100.07,5.78,661.81
2,49.81,0.0,17.93,1.77,119.32
4,379.78,0.0,75.96,10.71,1605.79
3,41.81,0.0,15.05,3.58,144.06
5,541.22,0.0,216.49,13.9,2936.49
2,331.36,0.05,31.48,6.8,667.86
3,122.15,0.0,29.32,14.5,410.27
5,563.09,0.0,337.85,5.98,3159.28
4,429.15,0.0,308.99,4.29,2029.88
3,467.19,0.0,70.08,6.06,1477.71
2,334.79,0.0,53.57,5.98,729.13
5,190.91,0.1,42.95,5.77,907.82
4,572.21,0.1,103.0,12.33,2175.29
3,238.6,0.15,30.42,14.17,653.02
4,289.14,0.05,54.94,2.28,1155.95
3,74.95,0.1,24.28,1.89,228.54
4,331.07,0.1,143.02,2.26,1337.13
4,561.35,0.0,112.27,7.77,2365.44
2,119.98,0.15,0.0,0.67,204.64
1,139.63,0.1,10.05,11.33,147.05
1,462.21,0.0,23.11,14.9,500.22
5,585.03,0.0,351.02,7.1,3283.27
4,534.69,0.15,90.9,6.74,1915.59
3,475.14,0.0,71.27,12.7,1509.39
4,167.4,0.0,0.0,0.4,670.0
2,415.02,0.0,99.6,12.32,941.96
2,23.06,0.2,4.43,2.19,43.52
1,103.76,0.0,0.0,8.85,112.61
3,250.25,0.15,31.91,13.12,683.17
5,185.82,0.0,46.46,5.06,980.62
3,391.35,0.05,55.77,5.02,1176.14
5,314.0,0.0,282.6,8.14,1860.74
5,474.01,0.1,170.64,8.77,2312.46
4,554.9,0.0,266.35,12.38,2498.33
